id,category,name
62,solitaire,A-Maze
64,solitaire,A-Maze 4
1677,solitaire,A-Maze 4 Random
29,solitaire,A-Maze 5
65,solitaire,A-Maze 6
63,solitaire,A-Maze II
19,solitaire,A-Maze III
1173,solitaire,A-Maze Run
1208,solitaire,A-Maze Run II
66,solitaire,A-to-Z
1675,solitaire,Adding machine
1049,solitaire,Adec
1141,solitaire,Adec-Del
1050,solitaire,Adec-dia
1797,solitaire,AepasA Chess
67,solitaire,African Tour
3,solitaire,Alive
6,solitaire,Alive Auto
4,solitaire,Alive II
68,solitaire,All Setris
73,solitaire,Alternate
1869,solitaire,Anagram Crosswords
74,solitaire,Angel Maze
76,solitaire,Ant
77,solitaire,Ant II
1080,solitaire,Aperiodic Tilings
1132,solitaire,Area Solo
1343,solitaire,Area Solver
1715,solitaire,Arrowway
1485,solitaire,Asian Tour
78,solitaire,Atomic Puzzle
1452,solitaire,Axiom Development Kit
1502,solitaire,Axiom Made Easy
1741,solitaire,Axiomatic Bauhaus
1517,solitaire,Axiomatic ESP
1512,solitaire,Axiomatic Metronome
1509,solitaire,Axiomatic Timer
1404,checkmate,AAvant Chess
2072,checkmate,Abagoren Chess
38,checkmate,Abduction Chess
2092,checkmate,ABQ Chess
1612,checkmate,Accessory Chess
2086,checkmate,ACL Chess
1652,checkmate,Adjutant Chess
1931,checkmate,Advancing Chess (VRP)
1501,checkmate,AepasAs Chess
1810,checkmate,Aerial Chess 96
1407,checkmate,Airplane Chess
39,checkmate,Alekhine Chess
40,checkmate,Alice Chess
1029,checkmate,Alice Cubed
2096,checkmate,ALL Chess
41,checkmate,Almost Chess
1698,checkmate,Alpaca Chess
3002,checkmate,Alphabet Shogi (HOTIX)
3088,checkmate,AlphaZero Variants
1349,checkmate,Alseid Chess
1400,checkmate,Alternative Chess
1365,checkmate,Amazon Chess
1573,checkmate,AmazonA Chess
1586,checkmate,AmazonAs Chess
2048,checkmate,Amazons Chess
2052,checkmate,Amazons D�mA
1055,checkmate,Ambi-Chess
1484,checkmate,Ambiguous Chess
1316,checkmate,Amiral Chess
1888,checkmate,Ancient Shogi
2380,checkmate,Ancient shogi revised
1733,checkmate,Andalusia
3053,checkmate,Andernach Chess
2859,checkmate,Andernach Shogi
1436,checkmate,AndrAs Chess
1422,checkmate,Angel Chess
42,checkmate,Angle Chess
2712,checkmate,AnHoku Shogi
2715,checkmate,AnKi Shogi
2705,checkmate,AnNan Shogi
2849,checkmate,Anonymous Shogi
1660,checkmate,Anthony Chess
3061,checkmate,Anti Kiki AnNan Shogi
3071,checkmate,Anti Kiki Position Shogi
43,checkmate,Anti-King Chess
3049,checkmate,AntiCirce Chess Remaining
3048,checkmate,AntiCirce Chess Type Calvet
3047,checkmate,AntiCirce Chess Type Cheylan
2724,checkmate,AntiCirce Shogi
2710,checkmate,AnToZai Shogi
3073,checkmate,AnZen Shogi
2885,checkmate,AoZora Chu Shogi
1440,checkmate,Archbishop Chess Variants
1882,checkmate,ArenA Chess
3074,checkmate,Around Position Shogi
1707,checkmate,Arrangement Chess
2248,checkmate,As [Double Dropes] Chess
2249,checkmate,As [Double Zones] Chess
2235,checkmate,As [Dropes] Chess
2261,checkmate,As [Dual Dropes] Chess
2260,checkmate,As [Dual Zones] Chess
2326,checkmate,As [KosovA & T�rkiye Dropes] Chess
2354,checkmate,As [KosovA & T�rkiye Dropes] D�mA
2327,checkmate,As [KosovA & T�rkiye Zones] Chess
2355,checkmate,As [KosovA & T�rkiye Zones] D�mA
2341,checkmate,As [KosovAs & Turkish Dropes] Chess
2353,checkmate,As [KosovAs & Turkish Dropes] D�mA
2342,checkmate,As [KosovAs & Turkish Zones] Chess
2352,checkmate,As [KosovAs & Turkish Zones] D�mA
2290,checkmate,As [Marble & Rubble Dropes] Chess
2293,checkmate,As [Marble & Rubble Zones] Chess
2301,checkmate,As [Pawn & Pawn Dropes] Chess
2304,checkmate,As [Pawn & Pawn Zones] Chess
2314,checkmate,As [Pion & Pion Dropes] Chess
2320,checkmate,As [Pion & Pion Zones] Chess
2236,checkmate,As [Zones] Chess
2877,checkmate,Asakura Shogi
2044,checkmate,Ascension Chess
3173,checkmate,Asean Chess
44,checkmate,Assimilation Chess
82,checkmate,Assimilation Fusion Chess
1877,checkmate,Astralschach
1885,checkmate,Astralschach Enhanced
1638,checkmate,Asylum Chess
1734,checkmate,Asylum Redux
3054,checkmate,Asymmetric Chess
3072,checkmate,Asymmetric Chess 2
2250,checkmate,At [Double Dropes] Chess
2251,checkmate,At [Double Zones] Chess
2237,checkmate,At [Dropes] Chess
2259,checkmate,At [Dual Dropes] Chess
2258,checkmate,At [Dual Zones] Chess
2328,checkmate,At [KosovA & T�rkiye Dropes] Chess
2356,checkmate,At [KosovA & T�rkiye Dropes] D�mA
2329,checkmate,At [KosovA & T�rkiye Zones] Chess
2357,checkmate,At [KosovA & T�rkiye Zones] D�mA
2343,checkmate,At [KosovAs & Turkish Dropes] Chess
2358,checkmate,At [KosovAs & Turkish Dropes] D�mA
2344,checkmate,At [KosovAs & Turkish Zones] Chess
2359,checkmate,At [KosovAs & Turkish Zones] D�mA
2291,checkmate,At [Marble & Rubble Dropes] Chess
2294,checkmate,At [Marble & Rubble Zones] Chess
2302,checkmate,At [Pawn & Pawn Dropes] Chess
2305,checkmate,At [Pawn & Pawn Zones] Chess
2315,checkmate,At [Pion & Pion Dropes] Chess
2321,checkmate,At [Pion & Pion Zones] Chess
2238,checkmate,At [Zones] Chess
1438,checkmate,Atije Chess
83,checkmate,Atomic Chess
3099,checkmate,Augmented Knight Chess
1408,checkmate,AvantA Chess
1398,checkmate,AvantAs Chess
1416,checkmate,Aviation Chess
1659,checkmate,Azerbaijan Chess
18,other,A-Maze for Two
28,other,A-Maze for Two II
12,other,Abalone vari
2789,other,Aboyne
2398,other,Abstract Mancala
2607,other,Accelerated Draughts
1787,other,Adaptoid
1389,other,Advancing Chess
13,other,Africa University
2450,other,Afrika
2022,other,Aggression
2656,other,Agon
1904,other,Akasha
14,other,Akron
15,other,Alak
1894,other,Alak PM
37,other,Alapo
1670,other,AlbaniA Chess
1762,other,AlbaniA D�mA
1676,other,AlbaniAs Chess
1763,other,AlbaniAs D�mA
998,other,Alcazar
2486,other,All Queens Chess
16,other,Alta
17,other,Altairian
3050,other,Amazons
1604,other,AmericA Chess
1131,other,American Chess
1611,other,AmericAs Chess
2550,other,Anathem
30,other,Ancient Battles
31,other,Andantino
1653,other,Angel and Demon
32,other,Annexation
33,other,Annuvin
54,other,AntiStack4
55,other,Apex
56,other,Apex 5x5
57,other,Area
58,other,Aries
59,other,Arimaa
60,other,Armada
2278,other,As [Duel Dropes] Chess
2279,other,As [Duel Zones] Chess
2269,other,As [Duet Dropes] Chess
2270,other,As [Duet Zones] Chess
2178,other,As [DuoDrop vs] Chess
2156,other,As [DuoDrop] Chess
2177,other,As [DuoMino vs] Chess
2157,other,As [DuoMino] Chess
2191,other,As [PentoDrop vs] Chess
2171,other,As [PentoDrop] Chess
2190,other,As [PentoMino vs] Chess
2172,other,As [PentoMino] Chess
2200,other,As [PolyDrop vs] Chess
2195,other,As [PolyDrop] Chess
2199,other,As [PolyMino vs] Chess
2194,other,As [PolyMino] Chess
2208,other,As [RandoDrop vs] Chess
2201,other,As [RandoDrop] Chess
2207,other,As [RandoMino vs] Chess
2202,other,As [RandoMino] Chess
2186,other,As [TetroDrop vs] Chess
2166,other,As [TetroDrop] Chess
2185,other,As [TetroMino vs] Chess
2167,other,As [TetroMino] Chess
2182,other,As [TrioDrop vs] Chess
2161,other,As [TrioDrop] Chess
2181,other,As [TrioMino vs] Chess
2162,other,As [TrioMino] Chess
1128,other,Asalto
1144,other,Asian Leopard games
1289,other,Asian Tiger games
3063,other,Astral Checkers
2280,other,At [Duel Dropes] Chess
2281,other,At [Duel Zones] Chess
2271,other,At [Duet Dropes] Chess
2272,other,At [Duet Zones] Chess
2176,other,At [DuoDrop vs] Chess
2158,other,At [DuoDrop] Chess
2175,other,At [DuoMino vs] Chess
2159,other,At [DuoMino] Chess
2189,other,At [PentoDrop vs] Chess
2173,other,At [PentoDrop] Chess
2188,other,At [PentoMino vs] Chess
2174,other,At [PentoMino] Chess
2198,other,At [PolyDrop vs] Chess
2193,other,At [PolyDrop] Chess
2197,other,At [PolyMino vs] Chess
2192,other,At [PolyMino] Chess
2206,other,At [RandoDrop vs] Chess
2203,other,At [RandoDrop] Chess
2205,other,At [RandoMino vs] Chess
2204,other,At [RandoMino] Chess
2184,other,At [TetroDrop vs] Chess
2168,other,At [TetroDrop] Chess
2183,other,At [TetroMino vs] Chess
2169,other,At [TetroMino] Chess
2180,other,At [TrioDrop vs] Chess
2163,other,At [TrioDrop] Chess
2179,other,At [TrioMino vs] Chess
2164,other,At [TrioMino] Chess
61,other,Atomic
79,other,Atomic Pile
80,other,Atoms
970,other,Atvidaberg
81,other,Australian Football Chess
1656,other,Axiomatic Crusade
1486,other,Axiomatic Hello World
1471,other,Axiomatic Hex
1661,other,Axiomatic QuadWrangle
2282,other,Axiomatic Rithmomachy
2371,other,Axiomatic Senet
1453,other,Axiomatic Thrall
2883,other,Ayu
139,solitaire,B-Pento
21,solitaire,Backtrack
140,solitaire,Bad Neighbors
1241,solitaire,Balloon Mania
1233,solitaire,Balloons
1238,solitaire,Balloons II
1119,solitaire,Ballwalk
141,solitaire,Banded Cube
1856,solitaire,Barramba
1857,solitaire,Barramba II
1123,solitaire,Barrot
142,solitaire,Bauhaus
1038,solitaire,Big Mazes
1293,solitaire,Big Mazes II
1317,solitaire,Big Mazes III
20,solitaire,Billiard Balls
143,solitaire,Billiard Puzzle
144,solitaire,Binette
1739,solitaire,Bishop's puzzle
982,solitaire,Botany
145,solitaire,Bowls
2011,solitaire,BoxHex
2094,solitaire,BoxOff
1989,solitaire,BoxUp
2015,solitaire,BoxUp2
1124,solitaire,Braiding
1025,solitaire,Branches
146,solitaire,Bubbles
147,solitaire,Bubbles II
131,solitaire,Bump
1839,solitaire,Bump II
149,solitaire,Butterflies
2719,checkmate,Back Position Shogi
2097,checkmate,BAD Chess
84,checkmate,Bank Chess
3040,checkmate,Bare King Chess
1179,checkmate,Bario
1169,checkmate,Barion
1642,checkmate,Basilisk Chess
2737,checkmate,BasiliskKing Shogi
2795,checkmate,Bataille astrale
1811,checkmate,Battlefield Chess 64
1812,checkmate,Battlefield Chess 96
1350,checkmate,Belfry Chess
85,checkmate,Benedict Chess
86,checkmate,Better Pawns
87,checkmate,Biform Chess
88,checkmate,Big Battle
1077,checkmate,Big Pawn Chess
1625,checkmate,Birds and Ninjas
1441,checkmate,Bishop Pairs Chess 8H x 12W
2626,checkmate,Bishops Chess
89,checkmate,Black Hole Chess
1227,checkmate,Blindfold Chess
1192,checkmate,BlockChess
2622,checkmate,Blockula Chess
3003,checkmate,BobCat Chess
3004,checkmate,BobCat Chess Mis�re
3013,checkmate,BobCats Chess
3014,checkmate,BobCats Chess Mis�re
1360,checkmate,Bodyguard Chess
2091,checkmate,BOG Chess
1358,checkmate,Bolyar Chess
2243,checkmate,Bomb Chess
1379,checkmate,Bombardier Chess
92,checkmate,Bottleneck Chess
3103,checkmate,Bouncing Chess
2796,checkmate,Breakthru
93,checkmate,Brett Rules
1294,checkmate,Brigadier Chess
94,checkmate,Brotherhood Chess
95,checkmate,Bubble Chess
1318,checkmate,Buccaneer Chess
96,checkmate,Bughouse Chess
1203,checkmate,Burmese Chess
97,checkmate,Burnt Chess
98,checkmate,Byzantine Chess
107,other,Backgammon
1923,other,Bagels
108,other,BallaBalla
109,other,Barrier
1767,other,Bashne
1724,other,Basilisk
2797,other,Bataljo
110,other,Battle
111,other,Battle Lines
112,other,Battle of Britain
1156,other,BattleHalma
1265,other,Be-Jay
1597,other,Bear games
2118,other,Belgrade D�mA
2030,other,Bishops [StaleMate] Chess
113,other,Bivouac
114,other,Black & White
2619,other,Black and White
115,other,Blobs Deluxe
116,other,Blobz
121,other,Blue & Gray
122,other,Blue Nile
3005,other,BobCat D�mA
3006,other,BobCat D�mA Mis�re
3015,other,BobCats D�mA
3016,other,BobCats D�mA Mis�re
123,other,Boll's Game
2384,other,Bolotoudou
124,other,Bombalot
125,other,Bombardment
34,other,Boolean Rithmomachia
1180,other,BounceQuad
1167,other,Bouncers
387,other,Boyer's Football Chess
1447,other,Brax
35,other,Breakthrough
3212,other,Bricks
3220,other,Bricks2
126,other,British Square
127,other,Bubbles for Two
128,other,Bubbles for Two II
129,other,Buffalo
1272,other,Buga-shadara
130,other,Bugs
133,other,Bunny War
134,other,Bushi Shogi
135,other,Bushka
138,other,Butterfly
244,solitaire,Calculator
243,solitaire,Calendar
1824,solitaire,Camel Chess
1821,solitaire,Camelot Chess
245,solitaire,Capetown
1027,solitaire,Captour
246,solitaire,Capture-Nineteen Solitaire
1883,solitaire,Card-Accordion
247,solitaire,Card-Pairs
1843,solitaire,Carramba
1844,solitaire,Carramba II
1826,solitaire,CarrerA Chess
1828,solitaire,CarrerAs Chess
1536,solitaire,Castle Squares
249,solitaire,Cat & Mouse
1299,solitaire,Cat & Mouse 5
250,solitaire,Cat & Mouse II
251,solitaire,Cat & Mouse III
252,solitaire,Cat & Mouse IV
253,solitaire,Catch
254,solitaire,Cave
256,solitaire,Cave Critters
255,solitaire,Cave II
1685,solitaire,Cellus
1981,solitaire,Celtic Designs
1121,solitaire,Chain Reaction
1035,solitaire,Chains
1742,solitaire,Chameleon Chess Puzzles
257,solitaire,Chess-Maze
258,solitaire,Chess-Maze II
1958,solitaire,Chivalry Puzzle
1204,solitaire,City Tour
259,solitaire,Cleanup
260,solitaire,Cleanup II
261,solitaire,Cleanup III
262,solitaire,Clingon
263,solitaire,Clingon II
264,solitaire,Clingon III
975,solitaire,Code Cracker
1574,solitaire,Codebreaker
265,solitaire,Coin Hexagon
1781,solitaire,Coldice
1782,solitaire,Coldice II
1095,solitaire,Colorit
1852,solitaire,Colorit-Forced
1017,solitaire,Coloured Doors
266,solitaire,Comacube
1020,solitaire,Confix
1019,solitaire,Connect Dots
2111,solitaire,ConTact
2122,solitaire,ConTact1
2116,solitaire,ConTact2
2123,solitaire,ConTact3
1786,solitaire,Coverage
267,solitaire,Crisscross
268,solitaire,Crossword
1791,solitaire,Crossword Code Cracker
269,solitaire,Cryptic Crosswords
1634,solitaire,Cryptic Hymn
1375,solitaire,Crypto Utility
1475,solitaire,Crystal
270,solitaire,Cube Tube
271,solitaire,Cubewalk
276,solitaire,Cubewalk II
1666,solitaire,Curves
100,checkmate,Ca&iuml;ssa
3168,checkmate,Cambodian Chess
101,checkmate,Cannibal Chess
150,checkmate,Cannon
1600,checkmate,Cannon AI
151,checkmate,Cannon Chess
2558,checkmate,Cannon Chess by AepasA
2559,checkmate,Cannon Chess Mis�re by AepasA
152,checkmate,Cannon Shogi
2578,checkmate,Cannonade Chess
2579,checkmate,Cannonade Chess Mis�re
1266,checkmate,Cannonrider Chess
3101,checkmate,Cannons Chess
2585,checkmate,Canoe Chess
2586,checkmate,Canoe Chess Mis�re
2567,checkmate,Canon Chess by AepasA
2568,checkmate,Canon Chess Mis�re by AepasA
2219,checkmate,Capablanca chess Vs Grand chess
1406,checkmate,Capablanca Fun Games
1764,checkmate,Capablanca Relocation Chess
1304,checkmate,Capablanca Shatranj
1218,checkmate,Capablanca's Chess
2734,checkmate,Capture First Shogi
2971,checkmate,Caracal Chess
2972,checkmate,Caracal Chess Mis�re
2962,checkmate,Caracals Chess
2963,checkmate,Caracals Chess Mis�re
1752,checkmate,Carnage
2424,checkmate,Carrera Chess (MD&NZ)
2436,checkmate,Carrera Drop Chess
2504,checkmate,Cascade Chess
2505,checkmate,Cascade D�mA
2544,checkmate,Cascades Chess
2551,checkmate,Cascades [vs] Chess
1344,checkmate,Castalia Chess
2490,checkmate,Castle Siege Chess
154,checkmate,CastleChess
2502,checkmate,Castling Chess
2503,checkmate,Castling D�mA
2545,checkmate,Castlings Chess
2552,checkmate,Castlings [vs] Chess
2090,checkmate,CAT Chess
155,checkmate,Cavalier Chess
157,checkmate,Cazaux Chess
2468,checkmate,Ca~Co [KosovA & T�rkiye Dropes] D�mA
2479,checkmate,Ca~Co [KosovA & T�rkiye Dropes] D�mA Mis�re
2469,checkmate,Ca~Co [KosovA & T�rkiye Zones] D�mA
2480,checkmate,Ca~Co [KosovA & T�rkiye Zones] D�mA Mis�re
2470,checkmate,Ca~Co [KosovAs & Turkish Dropes] D�mA
2481,checkmate,Ca~Co [KosovAs & Turkish Dropes] D�mA Mis�re
2471,checkmate,Ca~Co [KosovAs & Turkish Zones] D�mA
2482,checkmate,Ca~Co [KosovAs & Turkish Zones] D�mA Mis�re
160,checkmate,Chad
3092,checkmate,Chained Movement Shogi
162,checkmate,Chameleon Chess
1442,checkmate,Chancellor Chess 8H x 10W
163,checkmate,Changling Chess
1557,checkmate,Chaos (Advanced Game)
1531,checkmate,Chaos (Basic Game)
1546,checkmate,Chaos (Intermediate Game)
1903,checkmate,Chase Chess
3012,checkmate,Chaturanga
3017,checkmate,Chaturanga Variant
3018,checkmate,Chaturanga Variant 2
165,checkmate,Chazz
1160,checkmate,Check-Penalty
166,checkmate,Checkers Chess
2746,checkmate,Checkers Shogi (Diamond Shogi)
3034,checkmate,Checkless Chess
1788,checkmate,CheckMate Chess
1778,checkmate,CheckMate Delight
167,checkmate,Cheer Chess
2750,checkmate,Cheetah Chess
2751,checkmate,Cheetah Chess Mis�re
2752,checkmate,Cheetah D�mA
2753,checkmate,Cheetah D�mA Mis�re
2895,checkmate,Cheetahs Chess
2896,checkmate,Cheetahs Chess Mis�re
168,checkmate,Chess 2000
169,checkmate,Chess 68
1870,checkmate,Chess 9x9 with 2 queens
3161,checkmate,Chess Attack
2498,checkmate,Chess by AepasA
173,checkmate,Chess Cubed
1720,checkmate,Chess Delighted
172,checkmate,"Chess II, the Resurrection"
1305,checkmate,Chess is War...War is Chess
1679,checkmate,Chess on a Soccer Ball
174,checkmate,Chess on the Rainbows
178,checkmate,Chess Rotation
2079,checkmate,Chess shogi
2834,checkmate,Chess variant vs Janggi
2833,checkmate,Chess variant vs Xiangqi
2828,checkmate,Chess vs Janggi
2826,checkmate,Chess vs Makruk
2827,checkmate,Chess vs Xiangqi
1738,checkmate,Chess with Extended Castle
1984,checkmate,Chess without Pawns
1594,checkmate,Chess [The ImMortal Game]
1825,checkmate,Chess-9
1209,checkmate,Chess-B
1243,checkmate,Chess-Sets
171,checkmate,Chess-Tac-Toe
1295,checkmate,Chess/Aces
3274,checkmate,Chess18
1234,checkmate,Chess256
3265,checkmate,Chess900
170,checkmate,Chess: My Way
2566,checkmate,Chessence
176,checkmate,Chesseract
177,checkmate,Chessers
45,checkmate,Chessgi
2060,checkmate,Chimera Chess
179,checkmate,Chinese Chess
1300,checkmate,Chinese Chess (MW)
180,checkmate,Chinese Chess Western Style
2759,checkmate,Chinese Passive Chess
2220,checkmate,ChineseCheckers Chess
181,checkmate,Chromatic Chess
182,checkmate,Chu Shogi
2562,checkmate,Chu Shogi (Full rules set)
2860,checkmate,Chu Shogi 12x12
1900,checkmate,Chu Shogi Western
2257,checkmate,Circe and Andernach chess
3045,checkmate,Circe Chess
2723,checkmate,Circe Shogi
183,checkmate,Circular Chess
1369,checkmate,Circular Chess (MW)
184,checkmate,Circular Chess (RP)
185,checkmate,Clash of Command
1391,checkmate,Clash of the Civilizations Chess
1448,checkmate,Classic Chess
3090,checkmate,Classic Courier Chess
1587,checkmate,ClassicA Chess
3219,checkmate,Claustrophobia
186,checkmate,Cleopatra Chess
190,checkmate,Cloak Chess
191,checkmate,Clockwork Orange Chess
192,checkmate,Coherent Chess
1802,checkmate,Colossus
1380,checkmate,Columbiad Chess
2851,checkmate,Combination Shogi
1296,checkmate,Commodore Chess
1908,checkmate,Commoner Chess
1909,checkmate,Commoners & Royals Chess
193,checkmate,Companion Chess
1750,checkmate,CompleX Chess
1708,checkmate,Configuration Chess
11,checkmate,Congo
194,checkmate,Connected Chess
1306,checkmate,Constable Chess
1372,checkmate,Conveyor-Belt Chess
1417,checkmate,Coordinator Chess
196,checkmate,Coregal Chess
1621,checkmate,Correlator Chess
2727,checkmate,Cougar Chess
2728,checkmate,Cougar Chess Mis�re
2902,checkmate,Cougars Chess
197,checkmate,Countdown Queens
1569,checkmate,Coward Chess
3041,checkmate,Coyote Chess
3042,checkmate,Coyote Chess Mis�re
3112,checkmate,Coyotes Chess
3113,checkmate,Coyotes Chess Mis�re
2464,checkmate,Co~Ca [KosovA & T�rkiye Dropes] D�mA
2473,checkmate,Co~Ca [KosovA & T�rkiye Dropes] D�mA Mis�re
2465,checkmate,Co~Ca [KosovA & T�rkiye Zones] D�mA
2474,checkmate,Co~Ca [KosovA & T�rkiye Zones] D�mA Mis�re
2466,checkmate,Co~Ca [KosovAs & Turkish Dropes] D�mA
2475,checkmate,Co~Ca [KosovAs & Turkish Dropes] D�mA Mis�re
2467,checkmate,Co~Ca [KosovAs & Turkish Zones] D�mA
2476,checkmate,Co~Ca [KosovAs & Turkish Zones] D�mA Mis�re
198,checkmate,Crazy Pawns Chess
49,checkmate,Crazyhouse
1290,checkmate,Crazyhouse No Retreat Morphy Chess
1051,checkmate,CrazyWar
2799,checkmate,Critters
3283,checkmate,Crook Chess
199,checkmate,Cross-eyed Chess
1096,checkmate,Cross3D Chess
1301,checkmate,Crossbishop Chess
1307,checkmate,Crossbishop Chess (8x10)
1461,checkmate,Crossing Stonehenge
1302,checkmate,Crossrook Chess
200,checkmate,Crowed Angle Chess
2121,checkmate,CSW Chess
2563,checkmate,Cubic Chess
1643,checkmate,Culverin Chess
3109,checkmate,Cylinder Chess
2649,checkmate,Cylindrical Shogi
2124,checkmate,Cyvasse
203,other,Cam
36,other,Camelot
204,other,Camette
205,other,Campaign
206,other,Cannibal Clobber
2560,other,Cannon D�mA by AepasA
2561,other,Cannon D�mA Mis�re by AepasA
2580,other,Cannonade D�mA
2581,other,Cannonade D�mA Mis�re
2587,other,Canoe D�mA
2588,other,Canoe D�mA Mis�re
2569,other,Canon D�mA by AepasA
2570,other,Canon D�mA Mis�re by AepasA
2973,other,Caracal D�mA
2974,other,Caracal D�mA Mis�re
2964,other,Caracals D�mA
2965,other,Caracals D�mA Mis�re
208,other,Carrots
209,other,Carrots II
210,other,Cascades
2548,other,Cascades D�mA
2555,other,Cascades [vs] D�mA
2956,other,Castello
2549,other,Castlings D�mA
2556,other,Castlings [vs] D�mA
211,other,Cat & Mouse for Two
2500,other,Cation
212,other,Cats & Dogs
1770,other,CattleBattle
213,other,Celestial Checkers
1031,other,Cellf
1686,other,Cellus For Two
1362,other,Cephalopod
159,other,Cerberus
1585,other,Chameleon
1743,other,Chameleon Fight
216,other,Chameleons
164,other,Chaos Chess
214,other,Chase
2483,other,Chase (Kruszewski)
215,other,Chase II
217,other,Chaverse
218,other,Checker Games
2351,other,Checkers Collection
3068,other,Checkers Variants (8x8) with Hoogland King
2897,other,Cheetahs D�mA
2898,other,Cheetahs D�mA Mis�re
1925,other,Cherokee Checkers
1134,other,Chess with Opening Books
219,other,Chessapawn
2909,other,Chessball
1942,other,Chikara
2074,other,Chilangki
1688,other,Chinese Civil War
1139,other,Chinese Rebels
221,other,Chip
1036,other,Chivalry
1284,other,Choko
222,other,Chomp
223,other,Cleave
207,other,Clobber
1760,other,Cluster
1832,other,Colonnade
1914,other,Commoners & Royal D�mA
1911,other,Commoners D�mA
1339,other,Commoners' Checkers
3085,other,Complete Checkers Variants
224,other,Conflict
225,other,Congklak
1445,other,Connect6
233,other,Conspirators
3057,other,Constitutional Draughts
3292,other,Construct A Square
234,other,Contra
188,other,Conversion Chess - Kings
189,other,Conversion Chess - Melee
235,other,Corner
2095,other,Coronet
2729,other,Cougar D�mA
2730,other,Cougar D�mA Mis�re
2904,other,Cougars D�mA
2905,other,Cougars D�mA Mis�re
2903,other,Cougars Mis�re Chess
236,other,Court
237,other,Cowboys
238,other,Cows and Leopards
3043,other,Coyote D�mA
3044,other,Coyote D�mA Mis�re
3114,other,Coyotes D�mA
3115,other,Coyotes D�mA Mis�re
2403,other,Cram Checkers
2393,other,Cram Reversi
230,other,Cross-Endodoi
232,other,Cross-Kalah
231,other,Cross-Wari
239,other,Crosscram
2016,other,Crossway
240,other,Crowded Checkers
241,other,Crusade
1168,other,Crusade-promotion
2225,other,Crusades and Saracens
1480,other,Crystal For Two
242,other,Cube & AntiCube
322,solitaire,Decomino
1834,solitaire,Decomino Solver
1115,solitaire,Dialbug
1433,solitaire,Diball
1693,solitaire,Dice-Shuffle
1694,solitaire,Dice-Shuffle II
1792,solitaire,Dice-Trace
1558,solitaire,Dicewalk
1559,solitaire,Dicube
1622,solitaire,Dicubes
323,solitaire,Digirot
132,solitaire,Domina 4
326,solitaire,Domina 5
324,solitaire,Domina II
325,solitaire,Domina III
327,solitaire,Domina Max
328,solitaire,Domino Puzzles
329,solitaire,Doors
330,solitaire,Doors II
331,solitaire,Doors III
1409,solitaire,Doshu (Double Shuffle)
1410,solitaire,Doshu II
1423,solitaire,Doshu III
1069,solitaire,Double
1835,solitaire,Double-Decker Puzzles
1836,solitaire,Double-Decker Puzzles II
332,solitaire,Doughnuts
1813,solitaire,Dragon Chess
1803,solitaire,Dragon [Horse] Chess
1808,solitaire,Dragon [KenTaur] Chess
1804,solitaire,Dragon [King] Chess
1809,solitaire,Dragon [Prince] Chess
333,solitaire,Draw
1071,solitaire,Drop
1074,solitaire,Dropmania
334,solitaire,Duck Solo
1817,solitaire,Dungeon Chess
1820,solitaire,Dungeons & Dragons Chess
1816,checkmate,Dablo Daares
1465,checkmate,Dai Dai Shogi
2916,checkmate,Dai Dai Shogi 17x17
1913,checkmate,Dai Dai Shogi Western
2861,checkmate,Dai Shogi 15x15
2496,checkmate,D�mA by AepasA
1790,checkmate,D�meMate Chess
2420,checkmate,DaNe [KosovA & T�rkiye Dropes] D�mA
2432,checkmate,DaNe [KosovA & T�rkiye Dropes] D�mA Mis�re
2421,checkmate,DaNe [KosovA & T�rkiye Zones] D�mA
2433,checkmate,DaNe [KosovA & T�rkiye Zones] D�mA Mis�re
2422,checkmate,DaNe [KosovAs & Turkish Dropes] D�mA
